     time             m1            m2            x1            y1            z1            x2            y2            z2           vx1           vy1           vz1           vx2           vy2           vz2    separation   semimajor_a  eccentricity    unbound_m          spin1         spin2       rstar95       rstar99        r_peri        v1_inf        v2_inf   orb._period
 0.19999D+02  0.9976795      0.9966493       4.81145      -8.53593     -0.294669E-03  -4.81558       8.54044      0.114314E-03  0.357813     -0.530161     -0.187845E-04 -0.358058      0.530395      0.807823E-05   19.6031      -1.39096       1.56936      0.577178E-02  0.214695E-01  0.211188E-01  0.590393       1.48180      0.791959      0.598554      0.598852               NaN
 0.21999D+02  0.9976249      0.9968310       5.52480      -9.59223     -0.321528E-03  -5.52833       9.59604      0.109619E-03  0.355530     -0.526153     -0.173196E-04 -0.355715      0.526329      0.760369E-05   22.1441      -1.39136       1.56913      0.564467E-02  0.214388E-01  0.211640E-01  0.590853       1.46757      0.791861      0.598521      0.598748               NaN
 0.23999D+02  0.9975957      0.9969664       6.23425      -10.6418     -0.347412E-03  -6.23745       10.6451      0.917510E-04  0.353684     -0.522977     -0.174232E-04 -0.353832      0.523120      0.672957E-05   24.6713      -1.39168       1.56893      0.553843E-02  0.214066E-01  0.211994E-01  0.591159       1.46413      0.791773      0.598490      0.598676               NaN
 0.26000D+02  0.9975827      0.9970832       6.94016      -11.6852     -0.379672E-03  -6.94301       11.6882      0.104419E-03  0.352159     -0.520395     -0.171318E-04 -0.352277      0.520514      0.621128E-05   27.1856      -1.39197       1.56871      0.543464E-02  0.213916E-01  0.212425E-01  0.591101       1.46620      0.791634      0.598458      0.598611               NaN
 0.28000D+02  0.9975724      0.9971756       7.64343      -12.7242     -0.410195E-03  -7.64592       12.7268      0.936436E-04  0.350883     -0.518256     -0.171485E-04 -0.350975      0.518356      0.498130E-05   29.6904      -1.39220       1.56857      0.535257E-02  0.213824E-01  0.212833E-01  0.590513       1.46672      0.791559      0.598436      0.598561               NaN
 0.29999D+02  0.9975696      0.9972259       8.34350      -13.7580     -0.442623E-03  -8.34589       13.7606      0.911173E-04  0.349795     -0.516455     -0.164927E-04 -0.349878      0.516548      0.502094E-05   32.1840      -1.39236       1.56848      0.530506E-02  0.213783E-01  0.212902E-01  0.589692       1.46481      0.791522      0.598414      0.598530               NaN
 0.31999D+02  0.9975655      0.9973302       9.04247      -14.7898     -0.463815E-03  -9.04431       14.7920      0.844679E-04  0.348856     -0.514915     -0.156314E-04 -0.348917      0.514987      0.447185E-05   34.6730      -1.39258       1.56835      0.520482E-02  0.213735E-01  0.213006E-01  0.590110       1.46462      0.791474      0.598394      0.598483               NaN
 0.34001D+02  0.9975579      0.9973695       9.73985      -15.8190     -0.485869E-03  -9.74147       15.8211      0.648712E-04  0.348039     -0.513584     -0.152898E-04 -0.348089      0.513649      0.376085E-05   37.1567      -1.39270       1.56829      0.517321E-02  0.213676E-01  0.213049E-01  0.589758       1.45782      0.791458      0.598380      0.598458               NaN
 0.36001D+02  0.9975546      0.9973873       10.4353      -16.8452     -0.523145E-03  -10.4369       16.8474      0.941470E-04  0.347320     -0.512421     -0.157352E-04 -0.347367      0.512488      0.429721E-05   39.6338      -1.39277       1.56826      0.515859E-02  0.213624E-01  0.213034E-01  0.591081       1.46274      0.791453      0.598367      0.598445               NaN
 0.37999D+02  0.9975415      0.9973956       11.1286      -17.8679     -0.543103E-03  -11.1301       17.8703      0.126265E-03  0.346685     -0.511400     -0.156254E-04 -0.346729      0.511466      0.437325E-05   42.1031      -1.39281       1.56823      0.516344E-02  0.213528E-01  0.212993E-01  0.589344       1.45945      0.791440      0.598358      0.598435               NaN
 0.39997D+02  0.9975348      0.9973950       11.8206      -18.8887     -0.568492E-03  -11.8222       18.8913      0.156245E-03  0.346117     -0.510493     -0.156925E-04 -0.346161      0.510561      0.491039E-05   44.5680      -1.39284       1.56822      0.517075E-02  0.213450E-01  0.212944E-01  0.590173       1.45483      0.791435      0.598350      0.598428               NaN
 0.42000D+02  0.9975304      0.9973937       12.5135      -19.9106     -0.593909E-03  -12.5152       19.9134      0.171496E-03  0.345605     -0.509679     -0.156824E-04 -0.345650      0.509749      0.516817E-05   47.0360      -1.39287       1.56816      0.517644E-02  0.213405E-01  0.212928E-01  0.588872       1.45534      0.791374      0.598341      0.598422               NaN
 0.44003D+02  0.9975137      0.9973924       13.2054      -20.9309     -0.633079E-03  -13.2071       20.9337      0.194864E-03  0.345146     -0.508950     -0.152878E-04 -0.345188      0.509017      0.567353E-05   49.5002      -1.39288       1.56812      0.519450E-02  0.213425E-01  0.212894E-01  0.589141       1.45246      0.791328      0.598338      0.598414               NaN
 0.46002D+02  0.9975132      0.9973893       13.8949      -21.9475     -0.660790E-03  -13.8966       21.9504      0.204762E-03  0.344727     -0.508290     -0.153106E-04 -0.344769      0.508355      0.535217E-05   51.9557      -1.39291       1.56807      0.519809E-02  0.213417E-01  0.212874E-01  0.589408       1.45440      0.791271      0.598331      0.598406               NaN
 0.47997D+02  0.9975121      0.9973877       14.5823      -22.9610     -0.693151E-03  -14.5841       22.9641      0.214422E-03  0.344346     -0.507691     -0.148760E-04 -0.344388      0.507756      0.547852E-05   54.4040      -1.39294       1.56803      0.520080E-02  0.213408E-01  0.212873E-01  0.590063       1.45239      0.791229      0.598324      0.598400               NaN
 0.50001D+02  0.9975104      0.9973848       15.2722      -23.9783     -0.721395E-03  -15.2741       23.9814      0.223526E-03  0.343995     -0.507141     -0.146143E-04 -0.344038      0.507206      0.496837E-05   56.8613      -1.39297       1.56799      0.520535E-02  0.213393E-01  0.212839E-01  0.589378       1.45102      0.791197      0.598318      0.598394               NaN
 0.52003D+02  0.9975085      0.9973817       15.9603      -24.9926     -0.750838E-03  -15.9623       24.9959      0.245020E-03  0.343674     -0.506637     -0.148331E-04 -0.343716      0.506701      0.560400E-05   59.3119      -1.39299       1.56798      0.521035E-02  0.213365E-01  0.212811E-01  0.589423       1.45048      0.791194      0.598313      0.598388               NaN
 0.54002D+02  0.9975060      0.9973816       16.6473      -26.0054     -0.773728E-03  -16.6494       26.0088      0.254698E-03  0.343378     -0.506174     -0.142793E-04 -0.343420      0.506238      0.575933E-05   61.7587      -1.39301       1.56797      0.521294E-02  0.213343E-01  0.212808E-01  0.590444       1.44686      0.791195      0.598307      0.598382               NaN
 0.56001D+02  0.9975063      0.9973815       17.3333      -27.0166     -0.806771E-03  -17.3355       27.0202      0.263928E-03  0.343104     -0.505747     -0.146120E-04 -0.343145      0.505811      0.551180E-05   64.2021      -1.39304       1.56793      0.521278E-02  0.213344E-01  0.212807E-01  0.590388       1.44481      0.791146      0.598303      0.598377               NaN
 0.58001D+02  0.9975066      0.9973799       18.0193      -28.0278     -0.833273E-03  -18.0216       28.0315      0.275861E-03  0.342848     -0.505352     -0.142037E-04 -0.342890      0.505415      0.552041E-05   66.6453      -1.39306       1.56788      0.521404E-02  0.213353E-01  0.212803E-01  0.589305       1.44479      0.791084      0.598298      0.598372               NaN
 0.59999D+02  0.9975049      0.9973790       18.7040      -29.0370     -0.864628E-03  -18.7063       29.0408      0.286334E-03  0.342612     -0.504984     -0.144899E-04 -0.342653      0.505047      0.566297E-05   69.0837      -1.39308       1.56787      0.521668E-02  0.213329E-01  0.212787E-01  0.589578       1.44953      0.791080      0.598294      0.598367               NaN
 0.62003D+02  0.9975006      0.9973775       19.3906      -30.0489     -0.890316E-03  -19.3929       30.0527      0.300770E-03  0.342391     -0.504642     -0.145338E-04 -0.342431      0.504703      0.553820E-05   71.5287      -1.39309       1.56783      0.522251E-02  0.213283E-01  0.212784E-01  0.589027       1.44757      0.791041      0.598291      0.598363               NaN
 0.64000D+02  0.9974995      0.9973762       20.0741      -31.0563     -0.914691E-03  -20.0766       31.0603      0.311024E-03  0.342184     -0.504323     -0.142853E-04 -0.342224      0.504384      0.590919E-05   73.9632      -1.39311       1.56778      0.522482E-02  0.213277E-01  0.212768E-01  0.590072       1.45085      0.790978      0.598287      0.598359               NaN
 0.66004D+02  0.9974959      0.9973758       20.7594      -32.0664     -0.942725E-03  -20.7619       32.0705      0.325056E-03  0.341990     -0.504024     -0.142186E-04 -0.342029      0.504085      0.596764E-05   76.4039      -1.39312       1.56775      0.522887E-02  0.213257E-01  0.212757E-01  0.587891       1.44996      0.790947      0.598284      0.598355               NaN
 0.67996D+02  0.9974948      0.9973726       21.4406      -33.0702     -0.963687E-03  -21.4432       33.0745      0.331380E-03  0.341809     -0.503744     -0.137535E-04 -0.341848      0.503806      0.580445E-05   78.8298      -1.39313       1.56771      0.523309E-02  0.213248E-01  0.212758E-01  0.590041       1.44970      0.790898      0.598281      0.598353               NaN
 0.70001D+02  0.9974936      0.9973717       22.1257      -34.0800     -0.992854E-03  -22.1284       34.0844      0.341996E-03  0.341637     -0.503480     -0.140491E-04 -0.341676      0.503542      0.577369E-05   81.2700      -1.39314       1.56768      0.523523E-02  0.213243E-01  0.212751E-01  0.589036       1.44799      0.790852      0.598278      0.598350               NaN
 0.72005D+02  0.9974938      0.9973698       22.8101      -35.0886     -0.102574E-02  -22.8129       35.0931      0.357302E-03  0.341475     -0.503231     -0.142159E-04 -0.341514      0.503294      0.581037E-05   83.7073      -1.39315       1.56766      0.523696E-02  0.213243E-01  0.212736E-01  0.590065       1.44735      0.790842      0.598275      0.598347               NaN
 0.74003D+02  0.9974928      0.9973688       23.4924      -36.0941     -0.105603E-02  -23.4952       36.0987      0.370150E-03  0.341323     -0.502997     -0.144558E-04 -0.341362      0.503060      0.589321E-05   86.1373      -1.39317       1.56765      0.523897E-02  0.213237E-01  0.212724E-01  0.587749       1.45347      0.790833      0.598272      0.598344               NaN
 0.76005D+02  0.9974912      0.9973637       24.1754      -37.1005     -0.108250E-02  -24.1783       37.1053      0.384240E-03  0.341179     -0.502776     -0.144313E-04 -0.341218      0.502839      0.604308E-05   88.5697      -1.39317       1.56764      0.524564E-02  0.213226E-01  0.212715E-01  0.587625       1.45286      0.790816      0.598270      0.598342               NaN
 0.78000D+02  0.9974915      0.9973616       24.8560      -38.1036     -0.111080E-02  -24.8591       38.1086      0.401295E-03  0.341042     -0.502567     -0.144924E-04 -0.341082      0.502630      0.611598E-05   90.9939      -1.39318       1.56764      0.524741E-02  0.213225E-01  0.212696E-01  0.589814       1.45660      0.790823      0.598267      0.598341               NaN
 0.80003D+02  0.9974899      0.9973615       25.5389      -39.1098     -0.114116E-02  -25.5421       39.1149      0.412576E-03  0.340913     -0.502369     -0.145432E-04 -0.340952      0.502432      0.605199E-05   93.4257      -1.39319       1.56760      0.524914E-02  0.213232E-01  0.212697E-01  0.590494       1.45792      0.790769      0.598265      0.598338               NaN
 0.82000D+02  0.9974883      0.9973600       26.2196      -40.1128     -0.116982E-02  -26.2228       40.1181      0.424603E-03  0.340789     -0.502181     -0.145804E-04 -0.340830      0.502243      0.600744E-05   95.8499      -1.39320       1.56758      0.525221E-02  0.213229E-01  0.212692E-01  0.588865       1.45651      0.790758      0.598263      0.598336               NaN
 0.83996D+02  0.9974878      0.9973582       26.8999      -41.1153     -0.119778E-02  -26.9032       41.1207      0.455081E-03  0.340672     -0.502002     -0.144562E-04 -0.340713      0.502065      0.617560E-05   98.2728      -1.39321       1.56757      0.525456E-02  0.213220E-01  0.212689E-01  0.589753       1.45695      0.790738      0.598260      0.598334               NaN
 0.86000D+02  0.9974877      0.9973572       27.5824      -42.1211     -0.122292E-02  -27.5858       42.1266      0.465134E-03  0.340560     -0.501832     -0.143350E-04 -0.340600      0.501894      0.642409E-05   100.704      -1.39322       1.56755      0.525557E-02  0.213217E-01  0.212678E-01  0.590277       1.45643      0.790714      0.598258      0.598331               NaN
 0.88003D+02  0.9974866      0.9973561       28.2644      -43.1260     -0.125211E-02  -28.2679       43.1317      0.478044E-03  0.340454     -0.501669     -0.144837E-04 -0.340493      0.501732      0.628646E-05   103.132      -1.39323       1.56750      0.525791E-02  0.213206E-01  0.212661E-01  0.590408       1.46114      0.790659      0.598256      0.598329               NaN
 0.90001D+02  0.9974859      0.9973545       28.9444      -44.1281     -0.127906E-02  -28.9480       44.1338      0.490928E-03  0.340352     -0.501514     -0.142015E-04 -0.340391      0.501577      0.618259E-05   105.554      -1.39323       1.56748      0.526015E-02  0.213202E-01  0.212651E-01  0.590138       1.46501      0.790635      0.598254      0.598327               NaN
 0.91997D+02  0.9974838      0.9973543       29.6239      -45.1292     -0.129408E-02  -29.6275       45.1351      0.503928E-03  0.340255     -0.501367     -0.138497E-04 -0.340294      0.501430      0.611367E-05   107.974      -1.39324       1.56743      0.526242E-02  0.213191E-01  0.212662E-01  0.589495       1.46485      0.790569      0.598252      0.598325               NaN
 0.93999D+02  0.9974817      0.9973532       30.3049      -46.1327     -0.132148E-02  -30.3086       46.1388      0.515066E-03  0.340162     -0.501225     -0.138872E-04 -0.340201      0.501289      0.600444E-05   110.399      -1.39325       1.56740      0.526563E-02  0.213181E-01  0.212656E-01  0.588515       1.46063      0.790523      0.598251      0.598324               NaN
 0.96000D+02  0.9974809      0.9973504       30.9856      -47.1357     -0.135223E-02  -30.9894       47.1419      0.506259E-03  0.340073     -0.501090     -0.139244E-04 -0.340112      0.501154      0.576631E-05   112.824      -1.39325       1.56737      0.526925E-02  0.213191E-01  0.212646E-01  0.590506       1.45880      0.790485      0.598249      0.598322               NaN
 0.97997D+02  0.9974808      0.9973496       31.6646      -48.1361     -0.137974E-02  -31.6685       48.1424      0.524057E-03  0.339988     -0.500961     -0.141865E-04 -0.340027      0.501024      0.606414E-05   115.242      -1.39326       1.56733      0.527005E-02  0.213181E-01  0.212630E-01  0.588852       1.46285      0.790443      0.598247      0.598320               NaN
 0.10000D+03  0.9974791      0.9973498       32.3457      -49.1397     -0.143054E-02  -32.3496       49.1461      0.539332E-03  0.339906     -0.500837     -0.143874E-04 -0.339945      0.500900      0.600656E-05   117.667      -1.39326       1.56731      0.527163E-02  0.213172E-01  0.212638E-01  0.586961       1.46655      0.790418      0.598246      0.598319               NaN
 0.10200D+03  0.9974773      0.9973484       33.0238      -50.1388     -0.146373E-02  -33.0278       50.1454      0.549574E-03  0.339827     -0.500718     -0.143724E-04 -0.339867      0.500781      0.600531E-05   120.082      -1.39327       1.56732      0.527489E-02  0.213163E-01  0.212619E-01  0.588219       1.46968      0.790422      0.598244      0.598318               NaN
 0.10401D+03  0.9974760      0.9973474       33.7066      -51.1449     -0.148216E-02  -33.7107       51.1516      0.565133E-03  0.339751     -0.500603     -0.143520E-04 -0.339791      0.500666      0.600772E-05   122.514      -1.39327       1.56730      0.527711E-02  0.213150E-01  0.212622E-01  0.589287       1.46530      0.790402      0.598243      0.598316               NaN
 0.10600D+03  0.9974713      0.9973475       34.3854      -52.1451     -0.151067E-02  -34.3895       52.1518      0.579131E-03  0.339680     -0.500494     -0.142163E-04 -0.339718      0.500557      0.609507E-05   124.931      -1.39327       1.56728      0.528174E-02  0.213145E-01  0.212626E-01  0.590064       1.46357      0.790372      0.598242      0.598315               NaN
 0.10800D+03  0.9974608      0.9973480       35.0635      -53.1441     -0.152064E-02  -35.0675       53.1507      0.587123E-03  0.339611     -0.500390     -0.142294E-04 -0.339649      0.500451      0.599917E-05   127.346      -1.39327       1.56727      0.529176E-02  0.213125E-01  0.212621E-01  0.590593       1.46474      0.790365      0.598243      0.598314               NaN
 0.11000D+03  0.9974612      0.9973463       35.7419      -54.1437     -0.154059E-02  -35.7460       54.1505      0.620261E-03  0.339544     -0.500288     -0.141714E-04 -0.339582      0.500349      0.627899E-05   129.762      -1.39327       1.56725      0.529307E-02  0.213128E-01  0.212621E-01  0.590891       1.46534      0.790335      0.598241      0.598312               NaN
 0.11200D+03  0.9974600      0.9973446       36.4233      -55.1476     -0.155284E-02  -36.4275       55.1546      0.607814E-03  0.339478     -0.500190     -0.140980E-04 -0.339516      0.500251      0.587766E-05   132.189      -1.39328       1.56722      0.529592E-02  0.213125E-01  0.212626E-01  0.587282       1.46543      0.790295      0.598240      0.598311               NaN
 0.11400D+03  0.9974597      0.9973434       37.0995      -56.1439     -0.158138E-02  -37.1038       56.1510      0.619449E-03  0.339416     -0.500096     -0.140276E-04 -0.339454      0.500157      0.610307E-05   134.597      -1.39328       1.56719      0.529741E-02  0.213115E-01  0.212622E-01  0.587047       1.46855      0.790256      0.598239      0.598310               NaN
 0.11600D+03  0.9974595      0.9973419       37.7782      -57.1440     -0.160513E-02  -37.7825       57.1511      0.636094E-03  0.339355     -0.500005     -0.139606E-04 -0.339393      0.500065      0.614106E-05   137.014      -1.39329       1.56716      0.529916E-02  0.213112E-01  0.212630E-01  0.586611       1.46748      0.790211      0.598238      0.598308               NaN
 0.11800D+03  0.9974582      0.9973415       38.4577      -58.1452     -0.162452E-02  -38.4621       58.1525      0.663014E-03  0.339297     -0.499917     -0.139707E-04 -0.339335      0.499977      0.615014E-05   139.434      -1.39329       1.56712      0.530084E-02  0.213110E-01  0.212627E-01  0.589802       1.46970      0.790160      0.598236      0.598307               NaN
 0.12000D+03  0.9974580      0.9973400       39.1376      -59.1469     -0.164837E-02  -39.1421       59.1543      0.668262E-03  0.339241     -0.499831     -0.139812E-04 -0.339278      0.499892      0.611144E-05   141.855      -1.39330       1.56710      0.530252E-02  0.213099E-01  0.212618E-01  0.588976       1.47147      0.790135      0.598235      0.598306               NaN
 0.12200D+03  0.9974571      0.9973390       39.8165      -60.1471     -0.167653E-02  -39.8211       60.1547      0.695084E-03  0.339186     -0.499750     -0.140703E-04 -0.339224      0.499810      0.625983E-05   144.273      -1.39330       1.56708      0.530451E-02  0.213098E-01  0.212610E-01  0.587921       1.47669      0.790116      0.598235      0.598305               NaN
 0.12400D+03  0.9974574      0.9973372       40.4930      -61.1439     -0.170581E-02  -40.4976       61.1516      0.705018E-03  0.339134     -0.499671     -0.141451E-04 -0.339171      0.499731      0.614177E-05   146.682      -1.39330       1.56708      0.530595E-02  0.213103E-01  0.212582E-01  0.590603       1.47353      0.790110      0.598234      0.598304               NaN
 0.12600D+03  0.9974559      0.9973372       41.1709      -62.1426     -0.173371E-02  -41.1756       62.1504      0.723616E-03  0.339083     -0.499594     -0.141501E-04 -0.339120      0.499654      0.615106E-05   149.096      -1.39331       1.56707      0.530737E-02  0.213095E-01  0.212579E-01  0.589151       1.47388      0.790100      0.598233      0.598303               NaN
 0.12800D+03  0.9974546      0.9973352       41.8507      -63.1443     -0.176507E-02  -41.8556       63.1523      0.721671E-03  0.339033     -0.499519     -0.141858E-04 -0.339071      0.499580      0.626215E-05   151.518      -1.39331       1.56705      0.531083E-02  0.213082E-01  0.212576E-01  0.587506       1.47385      0.790068      0.598232      0.598303               NaN
 0.13000D+03  0.9974542      0.9973342       42.5289      -64.1435     -0.179160E-02  -42.5338       64.1515      0.743529E-03  0.338986     -0.499447     -0.140750E-04 -0.339023      0.499508      0.615856E-05   153.933      -1.39331       1.56703      0.531221E-02  0.213088E-01  0.212580E-01  0.589776       1.47341      0.790054      0.598231      0.598301               NaN
 0.13200D+03  0.9974532      0.9973334       43.2048      -65.1393     -0.181871E-02  -43.2098       65.1475      0.760127E-03  0.338939     -0.499377     -0.141301E-04 -0.338977      0.499438      0.633329E-05   156.340      -1.39331       1.56703      0.531389E-02  0.213087E-01  0.212575E-01  0.587748       1.47248      0.790048      0.598230      0.598301               NaN
 0.13400D+03  0.9974526      0.9973324       43.8836      -66.1394     -0.182740E-02  -43.8886       66.1477      0.776161E-03  0.338894     -0.499310     -0.139823E-04 -0.338932      0.499371      0.629438E-05   158.757      -1.39332       1.56700      0.531550E-02  0.213093E-01  0.212564E-01  0.589735       1.47119      0.790006      0.598229      0.598300               NaN
 0.13600D+03  0.9974511      0.9973326       44.5628      -67.1401     -0.184594E-02  -44.5679       67.1486      0.791332E-03  0.338850     -0.499244     -0.140424E-04 -0.338888      0.499305      0.628135E-05   161.176      -1.39332       1.56697      0.531685E-02  0.213100E-01  0.212562E-01  0.587367       1.47372      0.789977      0.598228      0.598299               NaN
 0.13800D+03  0.9974498      0.9973318       45.2379      -68.1348     -0.184816E-02  -45.2431       68.1434      0.796076E-03  0.338808     -0.499181     -0.140916E-04 -0.338846      0.499241      0.622231E-05   163.581      -1.39332       1.56696      0.531889E-02  0.213113E-01  0.212561E-01  0.589043       1.47582      0.789954      0.598227      0.598298               NaN
 0.14000D+03  0.9974498      0.9973303       45.9175      -69.1360     -0.187500E-02  -45.9227       69.1447      0.806031E-03  0.338767     -0.499119     -0.140715E-04 -0.338805      0.499179      0.610397E-05   166.000      -1.39333       1.56693      0.532051E-02  0.213111E-01  0.212541E-01  0.590641       1.48201      0.789921      0.598227      0.598297               NaN
 0.14200D+03  0.9974501      0.9973300       46.5937      -70.1323     -0.188808E-02  -46.5990       70.1411      0.823555E-03  0.338727     -0.499059     -0.138620E-04 -0.338764      0.499119      0.609147E-05   168.409      -1.39333       1.56691      0.532047E-02  0.213110E-01  0.212545E-01  0.587727       1.48352      0.789896      0.598226      0.598296               NaN
 0.14400D+03  0.9974500      0.9973289       47.2729      -71.1329     -0.190803E-02  -47.2783       71.1419      0.834918E-03  0.338688     -0.499000     -0.139134E-04 -0.338725      0.499061      0.615308E-05   170.827      -1.39333       1.56688      0.532169E-02  0.213116E-01  0.212545E-01  0.589051       1.48035      0.789853      0.598225      0.598295               NaN
 0.14600D+03  0.9974478      0.9973274       47.9495      -72.1298     -0.194227E-02  -47.9549       72.1388      0.844835E-03  0.338650     -0.498944     -0.139096E-04 -0.338688      0.499004      0.624878E-05   173.237      -1.39333       1.56684      0.532530E-02  0.213112E-01  0.212540E-01  0.590242       1.48117      0.789802      0.598224      0.598294               NaN
 0.14800D+03  0.9974478      0.9973266       48.6269      -73.1278     -0.197118E-02  -48.6324       73.1369      0.852150E-03  0.338613     -0.498889     -0.137177E-04 -0.338651      0.498949      0.609321E-05   175.649      -1.39334       1.56682      0.532611E-02  0.213115E-01  0.212535E-01  0.586831       1.48619      0.789767      0.598224      0.598294               NaN
 0.15000D+03  0.9974473      0.9973262       49.3027      -74.1235     -0.201026E-02  -49.3083       74.1328      0.865869E-03  0.338578     -0.498835     -0.138987E-04 -0.338615      0.498895      0.605012E-05   178.056      -1.39334       1.56683      0.532711E-02  0.213116E-01  0.212531E-01  0.587753       1.49094      0.789785      0.598223      0.598293               NaN
 0.15200D+03  0.9974465      0.9973262       49.9820      -75.1243     -0.202954E-02  -49.9876       75.1337      0.872877E-03  0.338543     -0.498783     -0.137708E-04 -0.338580      0.498843      0.610810E-05   180.475      -1.39334       1.56681      0.532792E-02  0.213111E-01  0.212526E-01  0.588594       1.49095      0.789754      0.598222      0.598292               NaN
 0.15400D+03  0.9974456      0.9973257       50.6562      -76.1177     -0.206687E-02  -50.6619       76.1272      0.883816E-03  0.338509     -0.498732     -0.138493E-04 -0.338546      0.498792      0.610450E-05   182.877      -1.39334       1.56682      0.532929E-02  0.213106E-01  0.212520E-01  0.589288       1.49055      0.789773      0.598222      0.598291               NaN
 0.15600D+03  0.9974437      0.9973241       51.3362      -77.1196     -0.209201E-02  -51.3420       77.1292      0.912332E-03  0.338476     -0.498682     -0.137725E-04 -0.338513      0.498742      0.607556E-05   185.298      -1.39334       1.56682      0.533276E-02  0.213092E-01  0.212525E-01  0.589920       1.48996      0.789768      0.598221      0.598291               NaN
 0.15800D+03  0.9974442      0.9973235       52.0126      -78.1160     -0.211308E-02  -52.0184       78.1257      0.929973E-03  0.338444     -0.498634     -0.138604E-04 -0.338481      0.498694      0.597619E-05   187.707      -1.39335       1.56681      0.533285E-02  0.213109E-01  0.212526E-01  0.590419       1.48898      0.789768      0.598221      0.598290               NaN
 0.16000D+03  0.9974430      0.9973224       52.6884      -79.1116     -0.214778E-02  -52.6943       79.1215      0.929022E-03  0.338413     -0.498587     -0.137605E-04 -0.338450      0.498647      0.607964E-05   190.114      -1.39335       1.56677      0.533516E-02  0.213099E-01  0.212524E-01  0.590809       1.48770      0.789704      0.598220      0.598289               NaN
 0.16200D+03  0.9974417      0.9973221       53.3655      -80.1093     -0.217348E-02  -53.3716       80.1193      0.936119E-03  0.338382     -0.498542     -0.137972E-04 -0.338419      0.498601      0.594881E-05   192.525      -1.39335       1.56676      0.533668E-02  0.213082E-01  0.212518E-01  0.586320       1.48614      0.789690      0.598219      0.598289               NaN
