     time             m1            m2            x1            y1            z1            x2            y2            z2           vx1           vy1           vz1           vx2           vy2           vz2    separation   semimajor_a  eccentricity    unbound_m          spin1         spin2       rstar95       rstar99        r_peri        v1_inf        v2_inf   orb._period
 0.90002D+02  0.9834649       0.000000       6.50456      -6.09832     -0.151357E-03   0.00000       0.00000       0.00000     -0.133286E-01  0.541178E-01  0.104102E-04   0.00000       0.00000       0.00000       8.91621       0.00000      -1.00000       1.01664      0.634853E-01   0.00000       1.30091       7.66390       0.00000      0.557350E-01  0.557350E-01   0.00000    
 0.92995D+02  0.9834855       0.000000       6.45416      -5.92322     -0.185394E-03   0.00000       0.00000       0.00000     -0.199455E-01  0.603007E-01  0.774889E-05   0.00000       0.00000       0.00000       8.76018       0.00000      -1.00000       1.01662      0.631140E-01   0.00000       1.31010       7.69944       0.00000      0.635138E-01  0.635138E-01   0.00000    
 0.96004D+02  0.9835135       0.000000       6.38235      -5.72834     -0.892639E-04   0.00000       0.00000       0.00000     -0.269308E-01  0.666634E-01  0.662241E-05   0.00000       0.00000       0.00000       8.57603       0.00000      -1.00000       1.01659      0.631181E-01   0.00000       1.30922       7.74323       0.00000      0.718976E-01  0.718976E-01   0.00000    
 0.99008D+02  0.9833911       0.000000       6.29163      -5.51758      0.101448E-03   0.00000       0.00000       0.00000     -0.342754E-01  0.732287E-01  0.628554E-05   0.00000       0.00000       0.00000       8.36829       0.00000      -1.00000       1.01671      0.626126E-01   0.00000       1.30577       7.60420       0.00000      0.808533E-01  0.808533E-01   0.00000    
 0.10201D+03  0.9833952       0.000000       6.17653      -5.28440      0.694973E-04   0.00000       0.00000       0.00000     -0.420862E-01  0.800586E-01  0.513596E-05   0.00000       0.00000       0.00000       8.12861       0.00000      -1.00000       1.01671      0.619389E-01   0.00000       1.30042       7.61530       0.00000      0.904469E-01  0.904469E-01   0.00000    
 0.10500D+03  0.9834839       0.000000       6.03600      -5.02979     -0.140035E-04   0.00000       0.00000       0.00000     -0.504817E-01  0.872007E-01  0.566649E-05   0.00000       0.00000       0.00000       7.85698       0.00000      -1.00000       1.01662      0.616766E-01   0.00000       1.30907       7.73775       0.00000      0.100759      0.100759       0.00000    
 0.10800D+03  0.9834936       0.000000       5.87071      -4.75525      0.397610E-04   0.00000       0.00000       0.00000     -0.595844E-01  0.947480E-01  0.724842E-05   0.00000       0.00000       0.00000       7.55498       0.00000      -1.00000       1.01661      0.611507E-01   0.00000       1.31193       7.79343       0.00000      0.111926      0.111926       0.00000    
 0.11100D+03  0.9834211       0.000000       5.67595      -4.45512     -0.908806E-04   0.00000       0.00000       0.00000     -0.696454E-01  0.102852      0.816832E-05   0.00000       0.00000       0.00000       7.21558       0.00000      -1.00000       1.01668      0.605660E-01   0.00000       1.31004       7.65054       0.00000      0.124213      0.124213       0.00000    
 0.11400D+03  0.9833915       0.000000       5.44962      -4.13112      0.818262E-04   0.00000       0.00000       0.00000     -0.808121E-01  0.111590      0.745065E-05   0.00000       0.00000       0.00000       6.83846       0.00000      -1.00000       1.01671      0.597009E-01   0.00000       1.31647       7.53669       0.00000      0.137779      0.137779       0.00000    
 0.11700D+03  0.9832309       0.000000       5.18982      -3.78175      0.496213E-04   0.00000       0.00000       0.00000     -0.935404E-01  0.121202      0.808201E-05   0.00000       0.00000       0.00000       6.42151       0.00000      -1.00000       1.01687      0.585463E-01   0.00000       1.31776       7.26968       0.00000      0.153100      0.153100       0.00000    
 0.11999D+03  0.9830968       0.000000       4.88869      -3.40148     -0.991665E-04   0.00000       0.00000       0.00000     -0.108324      0.131932      0.449101E-05   0.00000       0.00000       0.00000       5.95561       0.00000      -1.00000       1.01700      0.571700E-01   0.00000       1.31151       7.00585       0.00000      0.170704      0.170704       0.00000    
 0.12300D+03  0.9828291       0.000000       4.53698      -2.98512     -0.478430E-03   0.00000       0.00000       0.00000     -0.126138      0.144227      0.573721E-05   0.00000       0.00000       0.00000       5.43094       0.00000      -1.00000       1.01727      0.557162E-01   0.00000       1.30135       6.61236       0.00000      0.191604      0.191604       0.00000    
 0.12601D+03  0.9826239       0.000000       4.12584      -2.52993     -0.137394E-03   0.00000       0.00000       0.00000     -0.148283      0.158671      0.150808E-04   0.00000       0.00000       0.00000       4.83974       0.00000      -1.00000       1.01748      0.538608E-01   0.00000       1.30138       6.22499       0.00000      0.217174      0.217174       0.00000    
 0.12900D+03  0.9820828       0.000000       3.64307      -2.02982      0.219399E-03   0.00000       0.00000       0.00000     -0.177519      0.176345      0.205249E-04   0.00000       0.00000       0.00000       4.17038       0.00000      -1.00000       1.01802      0.511601E-01   0.00000       1.28267       5.67657       0.00000      0.250222      0.250222       0.00000    
 0.13199D+03  0.9814926       0.000000       3.05362      -1.47292     -0.222839E-03   0.00000       0.00000       0.00000     -0.220151      0.199473      0.347659E-04   0.00000       0.00000       0.00000       3.39030       0.00000      -1.00000       1.01861      0.480680E-01   0.00000       1.26990       5.11939       0.00000      0.297079      0.297079       0.00000    
 0.13499D+03  0.9793154       0.000000       2.30561     -0.857731     -0.975097E-03   0.00000       0.00000       0.00000     -0.294820      0.233093      0.501115E-04   0.00000       0.00000       0.00000       2.45998       0.00000      -1.00000       1.02079      0.473021E-01   0.00000       1.20791       4.26634       0.00000      0.375834      0.375834       0.00000    
 0.13800D+03  0.9701138       0.000000       1.19523     -0.118007     -0.610391E-03   0.00000       0.00000       0.00000     -0.517469      0.289275      0.103153E-03   0.00000       0.00000       0.00000       1.20104       0.00000      -1.00000       1.02999      0.465753E-01   0.00000       1.01978       3.06981       0.00000      0.592836      0.592836       0.00000    
 0.14100D+03   1.881653       0.000000      0.430247E-02  0.382607E-02  0.113957E-02   0.00000       0.00000       0.00000      0.543784E-03 -0.149311E-03  0.222937E-03   0.00000       0.00000       0.00000      0.586930E-02   0.00000      -1.00000      0.118447      0.583860       0.00000       1.92053       4.68215       0.00000      0.606379E-03  0.606379E-03   0.00000    
 0.14400D+03   1.874872       0.000000      0.510628E-02  0.334364E-02  0.121973E-02   0.00000       0.00000       0.00000      0.371195E-03 -0.122766E-03 -0.293285E-05   0.00000       0.00000       0.00000      0.622428E-02   0.00000      -1.00000      0.125228      0.573484       0.00000       3.10909       4.81507       0.00000      0.390980E-03  0.390980E-03   0.00000    
 0.14700D+03   1.864765       0.000000      0.522064E-02  0.350566E-02  0.241010E-02   0.00000       0.00000       0.00000      0.214872E-03 -0.106181E-03  0.284385E-03   0.00000       0.00000       0.00000      0.673449E-02   0.00000      -1.00000      0.135336      0.569571       0.00000       3.95770       6.65063       0.00000      0.371913E-03  0.371913E-03   0.00000    
 0.15000D+03   1.860993       0.000000      0.542474E-02  0.402674E-02  0.393106E-02   0.00000       0.00000       0.00000      0.166750E-03  0.285227E-04  0.301874E-03   0.00000       0.00000       0.00000      0.781638E-02   0.00000      -1.00000      0.139108      0.566199       0.00000       4.98184       8.06515       0.00000      0.346045E-03  0.346045E-03   0.00000    
 0.15300D+03   1.854728       0.000000      0.662672E-02  0.448324E-02  0.329224E-02   0.00000       0.00000       0.00000      0.231146E-03 -0.109511E-04  0.217958E-03   0.00000       0.00000       0.00000      0.865169E-02   0.00000      -1.00000      0.145373      0.560238       0.00000       5.26196       9.02835       0.00000      0.317890E-03  0.317890E-03   0.00000    
 0.15600D+03   1.852552       0.000000      0.567123E-02  0.369296E-02  0.335837E-02   0.00000       0.00000       0.00000      0.167613E-03 -0.530636E-04  0.176019E-03   0.00000       0.00000       0.00000      0.755509E-02   0.00000      -1.00000      0.147549      0.558075       0.00000       5.13693       10.2241       0.00000      0.248782E-03  0.248782E-03   0.00000    
 0.15900D+03   1.852093       0.000000      0.671491E-02  0.401486E-02  0.460948E-02   0.00000       0.00000       0.00000      0.177844E-03 -0.100260E-04  0.209978E-03   0.00000       0.00000       0.00000      0.908056E-02   0.00000      -1.00000      0.148008      0.556662       0.00000       4.90566       11.4681       0.00000      0.275354E-03  0.275354E-03   0.00000    
 0.16200D+03   1.851954       0.000000      0.704363E-02  0.353006E-02  0.509485E-02   0.00000       0.00000       0.00000      0.171687E-03 -0.204258E-04  0.194254E-03   0.00000       0.00000       0.00000      0.938251E-02   0.00000      -1.00000      0.148147      0.555834       0.00000       4.84266       12.6565       0.00000      0.260054E-03  0.260054E-03   0.00000    
