"epoch","MoE_0129_92hk0cay - class_train_loss","MoE_0129_92hk0cay - class_train_loss__MIN","MoE_0129_92hk0cay - class_train_loss__MAX","MoE_0129_92hk0cay - _step","MoE_0129_92hk0cay - _step__MIN","MoE_0129_92hk0cay - _step__MAX","MoE_0129_92hk0cay - reg_train_loss","MoE_0129_92hk0cay - reg_train_loss__MIN","MoE_0129_92hk0cay - reg_train_loss__MAX","MoE_0129_92hk0cay - train_loss","MoE_0129_92hk0cay - train_loss__MIN","MoE_0129_92hk0cay - train_loss__MAX"
"13","0.06652681529521942","0.06652681529521942","0.06652681529521942","13","13","13","0.021896852180361748","0.021896852180361748","0.021896852180361748","0.9944861108090455","0.9944861108090455","0.9944861108090455"
"14","0.16160927712917328","0.16160927712917328","0.16160927712917328","14","14","14","0.024040674790740013","0.024040674790740013","0.024040674790740013","0.9591294765177522","0.9591294765177522","0.9591294765177522"
"15","0.12177331745624542","0.12177331745624542","0.12177331745624542","15","15","15","0.02513645589351654","0.02513645589351654","0.02513645589351654","0.9209551261739862","0.9209551261739862","0.9209551261739862"
"16","0.10817962884902954","0.10817962884902954","0.10817962884902954","16","16","16","0.02776271104812622","0.02776271104812622","0.02776271104812622","0.8977833071631811","0.8977833071631811","0.8977833071631811"
"17","0.07098748534917831","0.07098748534917831","0.07098748534917831","17","17","17","0.030253279954195023","0.030253279954195023","0.030253279954195023","0.8732635921558088","0.8732635921558088","0.8732635921558088"
"18","0.1512652039527893","0.1512652039527893","0.1512652039527893","18","18","18","0.024568166583776474","0.024568166583776474","0.024568166583776474","0.8405097110004578","0.8405097110004578","0.8405097110004578"
"19","0.22970858216285706","0.22970858216285706","0.22970858216285706","19","19","19","0.02468324825167656","0.02468324825167656","0.02468324825167656","0.8043460290816807","0.8043460290816807","0.8043460290816807"
"20","0.04180006682872772","0.04180006682872772","0.04180006682872772","20","20","20","0.023064397275447845","0.023064397275447845","0.023064397275447845","0.7924278712080965","0.7924278712080965","0.7924278712080965"
"21","0.039053939282894135","0.039053939282894135","0.039053939282894135","21","21","21","0.010581159964203835","0.010581159964203835","0.010581159964203835","0.7734094969244796","0.7734094969244796","0.7734094969244796"
"22","0.08528638631105423","0.08528638631105423","0.08528638631105423","22","22","22","0.013923171907663345","0.013923171907663345","0.013923171907663345","0.7462446556045109","0.7462446556045109","0.7462446556045109"
"23","0.07180172204971313","0.07180172204971313","0.07180172204971313","23","23","23","0.013435807079076767","0.013435807079076767","0.013435807079076767","0.7247005990548764","0.7247005990548764","0.7247005990548764"
"24","0.04220625385642052","0.04220625385642052","0.04220625385642052","24","24","24","0.0153102558106184","0.0153102558106184","0.0153102558106184","0.7023208969599241","0.7023208969599241","0.7023208969599241"
"25","0.02285400591790676","0.02285400591790676","0.02285400591790676","25","25","25","0.015927495434880257","0.015927495434880257","0.015927495434880257","0.6856731574477867","0.6856731574477867","0.6856731574477867"
"26","0.07311076670885086","0.07311076670885086","0.07311076670885086","26","26","26","0.019482562318444252","0.019482562318444252","0.019482562318444252","0.6780094054034753","0.6780094054034753","0.6780094054034753"
"27","0.17635074257850647","0.17635074257850647","0.17635074257850647","27","27","27","0.021142957732081413","0.021142957732081413","0.021142957732081413","0.667912858426018","0.667912858426018","0.667912858426018"
"28","0.1078445091843605","0.1078445091843605","0.1078445091843605","28","28","28","0.017392851412296295","0.017392851412296295","0.017392851412296295","0.6378833160673656","0.6378833160673656","0.6378833160673656"
"29","0.1818472445011139","0.1818472445011139","0.1818472445011139","29","29","29","0.030831873416900635","0.030831873416900635","0.030831873416900635","0.6273830380176323","0.6273830380176323","0.6273830380176323"
"30","0.006192977540194988","0.006192977540194988","0.006192977540194988","30","30","30","0.013248375616967678","0.013248375616967678","0.013248375616967678","0.6093616350806391","0.6093616350806391","0.6093616350806391"
"31","0.17294538021087646","0.17294538021087646","0.17294538021087646","31","31","31","0.02759774774312973","0.02759774774312973","0.02759774774312973","0.6065211417109321","0.6065211417109321","0.6065211417109321"
"32","0.1507989466190338","0.1507989466190338","0.1507989466190338","32","32","32","0.01492004469037056","0.01492004469037056","0.01492004469037056","0.6049771305827155","0.6049771305827155","0.6049771305827155"
"33","0.04472437873482704","0.04472437873482704","0.04472437873482704","33","33","33","0.01861947774887085","0.01861947774887085","0.01861947774887085","0.5720217975481985","0.5720217975481985","0.5720217975481985"
"34","0.053653888404369354","0.053653888404369354","0.053653888404369354","34","34","34","0.024951566010713577","0.024951566010713577","0.024951566010713577","0.5552593196477872","0.5552593196477872","0.5552593196477872"
"35","0.03284149244427681","0.03284149244427681","0.03284149244427681","35","35","35","0.01749361865222454","0.01749361865222454","0.01749361865222454","0.5535025353211517","0.5535025353211517","0.5535025353211517"
"36","0.030761081725358963","0.030761081725358963","0.030761081725358963","36","36","36","0.014580680057406425","0.014580680057406425","0.014580680057406425","0.553461409480123","0.553461409480123","0.553461409480123"
"37","0.05260731279850006","0.05260731279850006","0.05260731279850006","37","37","37","0.019991392269730568","0.019991392269730568","0.019991392269730568","0.543326768683935","0.543326768683935","0.543326768683935"
"38","0.07663431018590927","0.07663431018590927","0.07663431018590927","38","38","38","0.01738552190363407","0.01738552190363407","0.01738552190363407","0.5295822368752364","0.5295822368752364","0.5295822368752364"
"39","0.044205281883478165","0.044205281883478165","0.044205281883478165","39","39","39","0.008677328005433083","0.008677328005433083","0.008677328005433083","0.5478079298173637","0.5478079298173637","0.5478079298173637"
"40","0.010019561275839806","0.010019561275839806","0.010019561275839806","40","40","40","0.008939255028963089","0.008939255028963089","0.008939255028963089","0.5101047853321617","0.5101047853321617","0.5101047853321617"
"41","0.05757761001586914","0.05757761001586914","0.05757761001586914","41","41","41","0.02871559001505375","0.02871559001505375","0.02871559001505375","0.5573448648258131","0.5573448648258131","0.5573448648258131"
"42","0.040581244975328445","0.040581244975328445","0.040581244975328445","42","42","42","0.012621033005416393","0.012621033005416393","0.012621033005416393","0.5060767099503953","0.5060767099503953","0.5060767099503953"
"43","0.0491514690220356","0.0491514690220356","0.0491514690220356","43","43","43","0.011892400681972504","0.011892400681972504","0.011892400681972504","0.5184339803288928","0.5184339803288928","0.5184339803288928"
"44","0.060500577092170715","0.060500577092170715","0.060500577092170715","44","44","44","0.01575983315706253","0.01575983315706253","0.01575983315706253","0.5026444127401896","0.5026444127401896","0.5026444127401896"
"45","0.05043087154626846","0.05043087154626846","0.05043087154626846","45","45","45","0.01194034144282341","0.01194034144282341","0.01194034144282341","0.4910593166704695","0.4910593166704695","0.4910593166704695"
"46","0.034237220883369446","0.034237220883369446","0.034237220883369446","46","46","46","0.031090542674064636","0.031090542674064636","0.031090542674064636","0.5251117584460102","0.5251117584460102","0.5251117584460102"
"47","0.18562434613704681","0.18562434613704681","0.18562434613704681","47","47","47","0.021404972299933434","0.021404972299933434","0.021404972299933434","0.4876818143444144","0.4876818143444144","0.4876818143444144"
"48","0.042254310101270676","0.042254310101270676","0.042254310101270676","48","48","48","0.008727222681045532","0.008727222681045532","0.008727222681045532","0.4898631788361714","0.4898631788361714","0.4898631788361714"
"49","0.011627969332039356","0.011627969332039356","0.011627969332039356","49","49","49","0.014610330574214458","0.014610330574214458","0.014610330574214458","0.47945112317425764","0.47945112317425764","0.47945112317425764"
"50","0.07851429283618927","0.07851429283618927","0.07851429283618927","50","50","50","0.010445011779665947","0.010445011779665947","0.010445011779665947","0.4876340934601648","0.4876340934601648","0.4876340934601648"
"51","0.012024153023958206","0.012024153023958206","0.012024153023958206","51","51","51","0.008027499541640282","0.008027499541640282","0.008027499541640282","0.49747906421612426","0.49747906421612426","0.49747906421612426"
"52","0.14904733002185822","0.14904733002185822","0.14904733002185822","52","52","52","0.016635239124298096","0.016635239124298096","0.016635239124298096","0.45160896725026484","0.45160896725026484","0.45160896725026484"
"53","0.04051913693547249","0.04051913693547249","0.04051913693547249","53","53","53","0.01155894622206688","0.01155894622206688","0.01155894622206688","0.4634123532839889","0.4634123532839889","0.4634123532839889"
"54","0.17712783813476562","0.17712783813476562","0.17712783813476562","54","54","54","0.036984555423259735","0.036984555423259735","0.036984555423259735","0.4791167718409214","0.4791167718409214","0.4791167718409214"
"55","0.021025534719228745","0.021025534719228745","0.021025534719228745","55","55","55","0.012853140942752361","0.012853140942752361","0.012853140942752361","0.5218280522239943","0.5218280522239943","0.5218280522239943"
"56","0.023688895627856255","0.023688895627856255","0.023688895627856255","56","56","56","0.017419645562767982","0.017419645562767982","0.017419645562767982","0.456574691869234","0.456574691869234","0.456574691869234"
"57","0.06579285115003586","0.06579285115003586","0.06579285115003586","57","57","57","0.015599001199007034","0.015599001199007034","0.015599001199007034","0.4533371144632683","0.4533371144632683","0.4533371144632683"
"58","0.03237547725439072","0.03237547725439072","0.03237547725439072","58","58","58","0.0068625593557953835","0.0068625593557953835","0.0068625593557953835","0.4684403683077156","0.4684403683077156","0.4684403683077156"
"59","0.01711048185825348","0.01711048185825348","0.01711048185825348","59","59","59","0.018577940762043","0.018577940762043","0.018577940762043","0.4629364906328532","0.4629364906328532","0.4629364906328532"
"60","0.05757870897650719","0.05757870897650719","0.05757870897650719","60","60","60","0.013914994895458221","0.013914994895458221","0.013914994895458221","0.46071542125833426","0.46071542125833426","0.46071542125833426"
"61","0.11201063543558121","0.11201063543558121","0.11201063543558121","61","61","61","0.015532506629824638","0.015532506629824638","0.015532506629824638","0.4584211510644699","0.4584211510644699","0.4584211510644699"
"62","0.16033919155597687","0.16033919155597687","0.16033919155597687","62","62","62","0.017407555133104324","0.017407555133104324","0.017407555133104324","0.4508833061712497","0.4508833061712497","0.4508833061712497"
"63","0.03160158917307854","0.03160158917307854","0.03160158917307854","63","63","63","0.011257169768214226","0.011257169768214226","0.011257169768214226","0.4548833695570726","0.4548833695570726","0.4548833695570726"
"64","0.026909450069069862","0.026909450069069862","0.026909450069069862","64","64","64","0.020868854597210884","0.020868854597210884","0.020868854597210884","0.4592854372621","0.4592854372621","0.4592854372621"
"65","0.09160495549440384","0.09160495549440384","0.09160495549440384","65","65","65","0.014907989650964737","0.014907989650964737","0.014907989650964737","0.4456210815397839","0.4456210815397839","0.4456210815397839"
"66","0.160405233502388","0.160405233502388","0.160405233502388","66","66","66","0.009125925600528717","0.009125925600528717","0.009125925600528717","0.4537907718653729","0.4537907718653729","0.4537907718653729"
"67","0.01660330779850483","0.01660330779850483","0.01660330779850483","67","67","67","0.013008839450776577","0.013008839450776577","0.013008839450776577","0.4639656057961821","0.4639656057961821","0.4639656057961821"
"68","0.03044118918478489","0.03044118918478489","0.03044118918478489","68","68","68","0.010577555745840073","0.010577555745840073","0.010577555745840073","0.44271231146110407","0.44271231146110407","0.44271231146110407"
"69","0.04514488950371742","0.04514488950371742","0.04514488950371742","69","69","69","0.018396880477666855","0.018396880477666855","0.018396880477666855","0.4589608796132862","0.4589608796132862","0.4589608796132862"
"70","0.005090536084026098","0.005090536084026098","0.005090536084026098","70","70","70","0.0075784604996442795","0.0075784604996442795","0.0075784604996442795","0.41300351441926353","0.41300351441926353","0.41300351441926353"
"71","0.16912977397441864","0.16912977397441864","0.16912977397441864","71","71","71","0.013673633337020874","0.013673633337020874","0.013673633337020874","0.457615626077017","0.457615626077017","0.457615626077017"
"72","0.023030463606119156","0.023030463606119156","0.023030463606119156","72","72","72","0.013107972219586372","0.013107972219586372","0.013107972219586372","0.44635971834477234","0.44635971834477234","0.44635971834477234"
"73","0.125389963388443","0.125389963388443","0.125389963388443","73","73","73","0.010645103640854359","0.010645103640854359","0.010645103640854359","0.450080619991698","0.450080619991698","0.450080619991698"
"74","0.010911857709288597","0.010911857709288597","0.010911857709288597","74","74","74","0.013502057641744614","0.013502057641744614","0.013502057641744614","0.4144432514051977","0.4144432514051977","0.4144432514051977"
"75","0.022620605304837227","0.022620605304837227","0.022620605304837227","75","75","75","0.008664418011903763","0.008664418011903763","0.008664418011903763","0.42560723841718684","0.42560723841718684","0.42560723841718684"
"76","0.04979070648550987","0.04979070648550987","0.04979070648550987","76","76","76","0.016766181215643883","0.016766181215643883","0.016766181215643883","0.4170868918714364","0.4170868918714364","0.4170868918714364"
"77","0.02093677595257759","0.02093677595257759","0.02093677595257759","77","77","77","0.013399053364992142","0.013399053364992142","0.013399053364992142","0.4187206625569803","0.4187206625569803","0.4187206625569803"
"78","0.0021085147745907307","0.0021085147745907307","0.0021085147745907307","78","78","78","0.010343492031097412","0.010343492031097412","0.010343492031097412","0.4239737283161217","0.4239737283161217","0.4239737283161217"
"79","0.05023425072431564","0.05023425072431564","0.05023425072431564","79","79","79","0.024108082056045532","0.024108082056045532","0.024108082056045532","0.42467001379703495","0.42467001379703495","0.42467001379703495"
"80","0.03201089799404144","0.03201089799404144","0.03201089799404144","80","80","80","0.01444646343588829","0.01444646343588829","0.01444646343588829","0.4355714214730327","0.4355714214730327","0.4355714214730327"
"81","0.041919562965631485","0.041919562965631485","0.041919562965631485","81","81","81","0.008520985022187233","0.008520985022187233","0.008520985022187233","0.4355147536256539","0.4355147536256539","0.4355147536256539"
"82","0.01693286933004856","0.01693286933004856","0.01693286933004856","82","82","82","0.00947059690952301","0.00947059690952301","0.00947059690952301","0.452387215427162","0.452387215427162","0.452387215427162"
"83","0.002969271969050169","0.002969271969050169","0.002969271969050169","83","83","83","0.004429846070706844","0.004429846070706844","0.004429846070706844","0.3977036357994941","0.3977036357994941","0.3977036357994941"
"84","0.01024799793958664","0.01024799793958664","0.01024799793958664","84","84","84","0.008106355555355549","0.008106355555355549","0.008106355555355549","0.38214554200096734","0.38214554200096734","0.38214554200096734"
"85","0.04033380001783371","0.04033380001783371","0.04033380001783371","85","85","85","0.006285244598984718","0.006285244598984718","0.006285244598984718","0.40515807008060123","0.40515807008060123","0.40515807008060123"
"86","0.05168546363711357","0.05168546363711357","0.05168546363711357","86","86","86","0.012991019524633884","0.012991019524633884","0.012991019524633884","0.4113082677660419","0.4113082677660419","0.4113082677660419"
"87","0.01565892994403839","0.01565892994403839","0.01565892994403839","87","87","87","0.0072397505864501","0.0072397505864501","0.0072397505864501","0.4036925462220679","0.4036925462220679","0.4036925462220679"
"88","0.00715236458927393","0.00715236458927393","0.00715236458927393","88","88","88","0.009240610525012016","0.009240610525012016","0.009240610525012016","0.40378847648816807","0.40378847648816807","0.40378847648816807"
"89","0.05072047933936119","0.05072047933936119","0.05072047933936119","89","89","89","0.01565675623714924","0.01565675623714924","0.01565675623714924","0.4179959023669685","0.4179959023669685","0.4179959023669685"
"90","0.017196929082274437","0.017196929082274437","0.017196929082274437","90","90","90","0.01101183332502842","0.01101183332502842","0.01101183332502842","0.42373078252403695","0.42373078252403695","0.42373078252403695"
"91","0.028184399008750916","0.028184399008750916","0.028184399008750916","91","91","91","0.013979943469166756","0.013979943469166756","0.013979943469166756","0.38123099727376025","0.38123099727376025","0.38123099727376025"
"92","0.005167534574866295","0.005167534574866295","0.005167534574866295","92","92","92","0.007333178073167801","0.007333178073167801","0.007333178073167801","0.385011296177913","0.385011296177913","0.385011296177913"
"93","0.04014778882265091","0.04014778882265091","0.04014778882265091","93","93","93","0.01625874638557434","0.01625874638557434","0.01625874638557434","0.39209849690437515","0.39209849690437515","0.39209849690437515"
"94","0.04642343893647194","0.04642343893647194","0.04642343893647194","94","94","94","0.008523974567651749","0.008523974567651749","0.008523974567651749","0.4482013425847177","0.4482013425847177","0.4482013425847177"
"95","0.03119584731757641","0.03119584731757641","0.03119584731757641","95","95","95","0.010219667106866837","0.010219667106866837","0.010219667106866837","0.4286655660413806","0.4286655660413806","0.4286655660413806"
"96","0.03363138809800148","0.03363138809800148","0.03363138809800148","96","96","96","0.011817025020718575","0.011817025020718575","0.011817025020718575","0.3978617019725568","0.3978617019725568","0.3978617019725568"
"97","0.13524243235588074","0.13524243235588074","0.13524243235588074","97","97","97","0.009312968701124191","0.009312968701124191","0.009312968701124191","0.3869047949201568","0.3869047949201568","0.3869047949201568"
"98","0.016012007370591164","0.016012007370591164","0.016012007370591164","98","98","98","0.007041516713798046","0.007041516713798046","0.007041516713798046","0.36034458726368057","0.36034458726368057","0.36034458726368057"
"99","0.015343735925853252","0.015343735925853252","0.015343735925853252","99","99","99","0.0080680251121521","0.0080680251121521","0.0080680251121521","0.3758671984331457","0.3758671984331457","0.3758671984331457"
"100","0.006281029898673296","0.006281029898673296","0.006281029898673296","100","100","100","0.005905843339860439","0.005905843339860439","0.005905843339860439","0.48522559600843645","0.48522559600843645","0.48522559600843645"
"101","0.0009532540570944548","0.0009532540570944548","0.0009532540570944548","101","101","101","0.005462994799017906","0.005462994799017906","0.005462994799017906","0.40464737813538115","0.40464737813538115","0.40464737813538115"
"102","0.032103583216667175","0.032103583216667175","0.032103583216667175","102","102","102","0.006515747867524624","0.006515747867524624","0.006515747867524624","0.4015773060247594","0.4015773060247594","0.4015773060247594"
"103","0.003835738869383931","0.003835738869383931","0.003835738869383931","103","103","103","0.007641742471605539","0.007641742471605539","0.007641742471605539","0.3633975838047036","0.3633975838047036","0.3633975838047036"
"104","0.010898313485085964","0.010898313485085964","0.010898313485085964","104","104","104","0.015128755941987038","0.015128755941987038","0.015128755941987038","0.3835684550567844","0.3835684550567844","0.3835684550567844"
"105","0.03432188183069229","0.03432188183069229","0.03432188183069229","105","105","105","0.009688182733952999","0.009688182733952999","0.009688182733952999","0.33690023284011517","0.33690023284011517","0.33690023284011517"
"106","0.007219600025564432","0.007219600025564432","0.007219600025564432","106","106","106","0.00937962532043457","0.00937962532043457","0.00937962532043457","0.30760823787057356","0.30760823787057356","0.30760823787057356"
"107","0.011337711475789547","0.011337711475789547","0.011337711475789547","107","107","107","0.005216167774051428","0.005216167774051428","0.005216167774051428","0.308197165022091","0.308197165022091","0.308197165022091"
"108","0.015048115514218807","0.015048115514218807","0.015048115514218807","108","108","108","0.006120721809566021","0.006120721809566021","0.006120721809566021","0.30424229066240693","0.30424229066240693","0.30424229066240693"
"109","0.0022938561160117388","0.0022938561160117388","0.0022938561160117388","109","109","109","0.005494964774698019","0.005494964774698019","0.005494964774698019","0.31321005352721515","0.31321005352721515","0.31321005352721515"
"110","0.002198468428105116","0.002198468428105116","0.002198468428105116","110","110","110","0.008936557918787003","0.008936557918787003","0.008936557918787003","0.30592671874085053","0.30592671874085053","0.30592671874085053"
"111","0.01077390369027853","0.01077390369027853","0.01077390369027853","111","111","111","0.006348207592964172","0.006348207592964172","0.006348207592964172","0.32081200137897214","0.32081200137897214","0.32081200137897214"
"112","0.03595411404967308","0.03595411404967308","0.03595411404967308","112","112","112","0.008151764050126076","0.008151764050126076","0.008151764050126076","0.3104245648927675","0.3104245648927675","0.3104245648927675"
"113","0.004276044201105833","0.004276044201105833","0.004276044201105833","113","113","113","0.005513423588126898","0.005513423588126898","0.005513423588126898","0.3558205147854595","0.3558205147854595","0.3558205147854595"
"114","0.005938867572695017","0.005938867572695017","0.005938867572695017","114","114","114","0.005888423882424831","0.005888423882424831","0.005888423882424831","0.2998368165599172","0.2998368165599172","0.2998368165599172"
"115","0.11886731535196304","0.11886731535196304","0.11886731535196304","115","115","115","0.008049391210079193","0.008049391210079193","0.008049391210079193","0.292536538498988","0.292536538498988","0.292536538498988"
"116","0.00820985622704029","0.00820985622704029","0.00820985622704029","116","116","116","0.004907975904643536","0.004907975904643536","0.004907975904643536","0.3022822105738336","0.3022822105738336","0.3022822105738336"
"117","0.012046410702168941","0.012046410702168941","0.012046410702168941","117","117","117","0.008785338141024113","0.008785338141024113","0.008785338141024113","0.30520701499310654","0.30520701499310654","0.30520701499310654"
"118","0.05587741360068321","0.05587741360068321","0.05587741360068321","118","118","118","0.005750549957156181","0.005750549957156181","0.005750549957156181","0.3089316380291815","0.3089316380291815","0.3089316380291815"
"119","0.003352261148393154","0.003352261148393154","0.003352261148393154","119","119","119","0.0043641552329063416","0.0043641552329063416","0.0043641552329063416","0.2917423631586603","0.2917423631586603","0.2917423631586603"
"120","0.024505704641342163","0.024505704641342163","0.024505704641342163","120","120","120","0.006541077047586441","0.006541077047586441","0.006541077047586441","0.29359871045851604","0.29359871045851604","0.29359871045851604"
"121","0.0064844354055821896","0.0064844354055821896","0.0064844354055821896","121","121","121","0.005977870896458626","0.005977870896458626","0.005977870896458626","0.30021394779696414","0.30021394779696414","0.30021394779696414"
"122","0.00746049452573061","0.00746049452573061","0.00746049452573061","122","122","122","0.008973834104835987","0.008973834104835987","0.008973834104835987","0.36225417876238675","0.36225417876238675","0.36225417876238675"
"123","0.018607255071401596","0.018607255071401596","0.018607255071401596","123","123","123","0.008248884230852127","0.008248884230852127","0.008248884230852127","0.2932189142450896","0.2932189142450896","0.2932189142450896"
"124","0.007324939128011465","0.007324939128011465","0.007324939128011465","124","124","124","0.005616409238427877","0.005616409238427877","0.005616409238427877","0.28061842034340295","0.28061842034340295","0.28061842034340295"
"125","0.15011531114578247","0.15011531114578247","0.15011531114578247","125","125","125","0.016791779547929764","0.016791779547929764","0.016791779547929764","0.2867089701151017","0.2867089701151017","0.2867089701151017"
"126","0.01564805395901203","0.01564805395901203","0.01564805395901203","126","126","126","0.008036759681999683","0.008036759681999683","0.008036759681999683","0.30131788380095403","0.30131788380095403","0.30131788380095403"
"127","0.01613761857151985","0.01613761857151985","0.01613761857151985","127","127","127","0.011141260154545307","0.011141260154545307","0.011141260154545307","0.30183628098887527","0.30183628098887527","0.30183628098887527"
"128","0.006566711701452732","0.006566711701452732","0.006566711701452732","128","128","128","0.0046677542850375175","0.0046677542850375175","0.0046677542850375175","0.3118566626514314","0.3118566626514314","0.3118566626514314"
"129","0.0048203179612755775","0.0048203179612755775","0.0048203179612755775","129","129","129","0.0038780784234404564","0.0038780784234404564","0.0038780784234404564","0.25837209769755975","0.25837209769755975","0.25837209769755975"
"130","0.01244992297142744","0.01244992297142744","0.01244992297142744","130","130","130","0.005263161845505238","0.005263161845505238","0.005263161845505238","0.2499855353374674","0.2499855353374674","0.2499855353374674"
"131","0.02096402272582054","0.02096402272582054","0.02096402272582054","131","131","131","0.00688036996871233","0.00688036996871233","0.00688036996871233","0.24941004684624588","0.24941004684624588","0.24941004684624588"
"132","0.002448365557938814","0.002448365557938814","0.002448365557938814","132","132","132","0.0034791668877005577","0.0034791668877005577","0.0034791668877005577","0.24702058880568975","0.24702058880568975","0.24702058880568975"
"133","0.004882664419710636","0.004882664419710636","0.004882664419710636","133","133","133","0.005813274532556534","0.005813274532556534","0.005813274532556534","0.24551980053670774","0.24551980053670774","0.24551980053670774"
"134","0.015234371647238731","0.015234371647238731","0.015234371647238731","134","134","134","0.00744502991437912","0.00744502991437912","0.00744502991437912","0.24903473422051065","0.24903473422051065","0.24903473422051065"
"135","0.005440856795758009","0.005440856795758009","0.005440856795758009","135","135","135","0.003836965188384056","0.003836965188384056","0.003836965188384056","0.2498487732049682","0.2498487732049682","0.2498487732049682"
"136","0.002845143899321556","0.002845143899321556","0.002845143899321556","136","136","136","0.0034495547879487276","0.0034495547879487276","0.0034495547879487276","0.248244486993378","0.248244486993378","0.248244486993378"
"137","0.0007161904941312969","0.0007161904941312969","0.0007161904941312969","137","137","137","0.005832374095916748","0.005832374095916748","0.005832374095916748","0.24622355524693978","0.24622355524693978","0.24622355524693978"
"138","0.008064172230660915","0.008064172230660915","0.008064172230660915","138","138","138","0.00994972512125969","0.00994972512125969","0.00994972512125969","0.24974237632761295","0.24974237632761295","0.24974237632761295"
"139","0.004221138544380665","0.004221138544380665","0.004221138544380665","139","139","139","0.00823813397437334","0.00823813397437334","0.00823813397437334","0.24441750571546395","0.24441750571546395","0.24441750571546395"
"140","0.003246752079576254","0.003246752079576254","0.003246752079576254","140","140","140","0.006568810902535915","0.006568810902535915","0.006568810902535915","0.24640900155879178","0.24640900155879178","0.24640900155879178"
"141","0.007252683397382498","0.007252683397382498","0.007252683397382498","141","141","141","0.0041413744911551476","0.0041413744911551476","0.0041413744911551476","0.24235996389556141","0.24235996389556141","0.24235996389556141"
"142","0.0056304410099983215","0.0056304410099983215","0.0056304410099983215","142","142","142","0.004959377460181713","0.004959377460181713","0.004959377460181713","0.2381296868521856","0.2381296868521856","0.2381296868521856"
"143","0.0034277194645255804","0.0034277194645255804","0.0034277194645255804","143","143","143","0.008289165794849396","0.008289165794849396","0.008289165794849396","0.24855993701315152","0.24855993701315152","0.24855993701315152"
"144","0.013772307895123959","0.013772307895123959","0.013772307895123959","144","144","144","0.00561754684895277","0.00561754684895277","0.00561754684895277","0.25921325094059455","0.25921325094059455","0.25921325094059455"
"145","0.001779921934939921","0.001779921934939921","0.001779921934939921","145","145","145","0.0036083715967833996","0.0036083715967833996","0.0036083715967833996","0.24164444592423695","0.24164444592423695","0.24164444592423695"
"146","0.00621749134734273","0.00621749134734273","0.00621749134734273","146","146","146","0.003918481525033712","0.003918481525033712","0.003918481525033712","0.23897414179136767","0.23897414179136767","0.23897414179136767"
